INFO 2025-11-04 21:52:04,920 autoreload 12216 17504 Watching for file changes with StatReloader
INFO 2025-11-04 21:57:24,444 views 12216 17860 Request: GET /api/crops/
INFO 2025-11-04 21:57:24,446 basehttp 12216 17860 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-04 21:57:27,899 views 12216 17860 Request: GET /api/farmer-timeline/
INFO 2025-11-04 21:57:27,901 basehttp 12216 17860 "GET /api/farmer-timeline/ HTTP/1.1" 200 2
INFO 2025-11-04 21:57:27,902 basehttp 12216 17860 "OPTIONS /api/weather/3/ HTTP/1.1" 200 0
INFO 2025-11-04 21:57:27,903 views 12216 17860 Request: GET /api/weather/3/
INFO 2025-11-04 21:57:28,270 basehttp 12216 17860 "GET /api/weather/3/ HTTP/1.1" 200 1663
INFO 2025-11-04 21:57:35,515 views 12216 17860 Request: GET /api/chat/history/
INFO 2025-11-04 21:57:35,518 basehttp 12216 17860 "GET /api/chat/history/ HTTP/1.1" 200 854
INFO 2025-11-04 21:57:35,519 views 12216 17860 Request: GET /api/chat/history/
INFO 2025-11-04 21:57:35,522 basehttp 12216 17860 "GET /api/chat/history/ HTTP/1.1" 200 854
INFO 2025-11-04 21:57:39,438 views 12216 11756 Request: GET /api/market/
INFO 2025-11-04 21:57:39,439 views 12216 17860 Request: GET /api/market/market-prices/
INFO 2025-11-04 21:57:39,439 views 12216 20620 Request: GET /api/crops/
INFO 2025-11-04 21:57:39,442 basehttp 12216 11756 "GET /api/market/ HTTP/1.1" 200 2
INFO 2025-11-04 21:57:39,442 basehttp 12216 20620 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-04 21:57:39,453 views 12216 20620 Request: GET /api/crops/
INFO 2025-11-04 21:57:39,453 views 12216 11756 Request: GET /api/market/
INFO 2025-11-04 21:57:39,455 basehttp 12216 17860 "GET /api/market/market-prices/ HTTP/1.1" 200 560
INFO 2025-11-04 21:57:39,456 views 12216 17860 Request: GET /api/market/market-prices/
INFO 2025-11-04 21:57:39,458 basehttp 12216 11756 "GET /api/market/ HTTP/1.1" 200 2
INFO 2025-11-04 21:57:39,458 basehttp 12216 20620 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-04 21:57:39,459 basehttp 12216 17860 "GET /api/market/market-prices/ HTTP/1.1" 200 560
INFO 2025-11-04 21:58:56,244 basehttp 12216 17860 "OPTIONS /api/login/ HTTP/1.1" 200 0
INFO 2025-11-04 21:58:56,244 views 12216 17860 Request: POST /api/login/
INFO 2025-11-04 21:58:56,263 basehttp 12216 17860 "POST /api/login/ HTTP/1.1" 200 110
INFO 2025-11-04 21:59:02,702 views 12216 17860 Request: GET /api/crops/
INFO 2025-11-04 21:59:02,712 basehttp 12216 17860 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-04 21:59:02,713 views 12216 17860 Request: GET /api/crops/
INFO 2025-11-04 21:59:02,715 basehttp 12216 17860 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-04 21:59:05,323 basehttp 12216 17860 "OPTIONS /api/farmer-timeline/ HTTP/1.1" 200 0
INFO 2025-11-04 21:59:05,324 views 12216 17860 Request: GET /api/farmer-timeline/
INFO 2025-11-04 21:59:05,326 basehttp 12216 17860 "GET /api/farmer-timeline/ HTTP/1.1" 200 2
INFO 2025-11-04 21:59:05,327 basehttp 12216 17860 "OPTIONS /api/weather/3/ HTTP/1.1" 200 0
INFO 2025-11-04 21:59:05,327 views 12216 17860 Request: GET /api/weather/3/
INFO 2025-11-04 21:59:05,495 basehttp 12216 17860 "GET /api/weather/3/ HTTP/1.1" 200 1663
INFO 2025-11-04 21:59:11,399 basehttp 12216 17860 "OPTIONS /api/chat/history/ HTTP/1.1" 200 0
INFO 2025-11-04 21:59:11,399 basehttp 12216 20620 "OPTIONS /api/chat/history/ HTTP/1.1" 200 0
INFO 2025-11-04 21:59:11,400 views 12216 20620 Request: GET /api/chat/history/
INFO 2025-11-04 21:59:11,402 basehttp 12216 20620 "GET /api/chat/history/ HTTP/1.1" 200 2
INFO 2025-11-04 21:59:11,402 views 12216 20620 Request: GET /api/chat/history/
INFO 2025-11-04 21:59:11,404 basehttp 12216 20620 "GET /api/chat/history/ HTTP/1.1" 200 2
INFO 2025-11-04 21:59:15,176 basehttp 12216 11756 "OPTIONS /api/market/ HTTP/1.1" 200 0
INFO 2025-11-04 21:59:15,177 views 12216 20620 Request: GET /api/market/market-prices/
INFO 2025-11-04 21:59:15,177 views 12216 17860 Request: GET /api/crops/
INFO 2025-11-04 21:59:15,178 basehttp 12216 11756 "OPTIONS /api/market/ HTTP/1.1" 200 0
INFO 2025-11-04 21:59:15,179 views 12216 11756 Request: GET /api/market/
INFO 2025-11-04 21:59:15,181 basehttp 12216 11756 "GET /api/market/ HTTP/1.1" 200 2
INFO 2025-11-04 21:59:15,181 basehttp 12216 17860 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-04 21:59:15,182 basehttp 12216 20620 "GET /api/market/market-prices/ HTTP/1.1" 200 560
INFO 2025-11-04 21:59:15,183 views 12216 17860 Request: GET /api/crops/
INFO 2025-11-04 21:59:15,183 views 12216 11756 Request: GET /api/market/
INFO 2025-11-04 21:59:15,184 views 12216 20620 Request: GET /api/market/market-prices/
INFO 2025-11-04 21:59:15,186 basehttp 12216 17860 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-04 21:59:15,186 basehttp 12216 11756 "GET /api/market/ HTTP/1.1" 200 2
INFO 2025-11-04 21:59:15,196 basehttp 12216 20620 "GET /api/market/market-prices/ HTTP/1.1" 200 560
INFO 2025-11-04 22:00:48,223 autoreload 12216 17504 D:\agroby sami\fullstack_app\backend\api\views.py changed, reloading.
INFO 2025-11-04 22:00:48,627 autoreload 30560 14124 D:\agroby sami\fullstack_app\backend\api\views.py changed, reloading.
INFO 2025-11-04 22:00:48,701 autoreload 13932 22992 Watching for file changes with StatReloader
INFO 2025-11-04 22:00:49,066 autoreload 17644 26452 Watching for file changes with StatReloader
INFO 2025-11-04 22:02:10,229 autoreload 13932 22992 D:\agroby sami\fullstack_app\backend\api\urls.py changed, reloading.
INFO 2025-11-04 22:02:10,557 autoreload 17644 26452 D:\agroby sami\fullstack_app\backend\api\urls.py changed, reloading.
INFO 2025-11-04 22:02:10,659 autoreload 12368 384 Watching for file changes with StatReloader
INFO 2025-11-04 22:02:10,994 autoreload 15760 25508 Watching for file changes with StatReloader
INFO 2025-11-04 22:02:35,223 basehttp 12368 21284 "OPTIONS /api/current-weather-live/ HTTP/1.1" 200 0
INFO 2025-11-04 22:02:35,223 basehttp 12368 26040 "OPTIONS /api/current-weather-live/ HTTP/1.1" 200 0
INFO 2025-11-04 22:02:35,226 views 12368 26040 Request: GET /api/current-weather-live/
INFO 2025-11-04 22:02:35,586 basehttp 12368 26040 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-04 22:02:35,587 views 12368 26040 Request: GET /api/current-weather-live/
INFO 2025-11-04 22:02:36,692 basehttp 12368 26040 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-04 22:02:40,894 views 12368 26040 Request: GET /api/current-weather-live/
INFO 2025-11-04 22:02:41,024 basehttp 12368 26040 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-04 22:02:41,026 views 12368 26040 Request: GET /api/current-weather-live/
INFO 2025-11-04 22:02:41,183 basehttp 12368 26040 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-04 22:02:52,956 autoreload 3664 31288 Watching for file changes with StatReloader
INFO 2025-11-04 22:03:09,234 views 12368 25688 Request: GET /api/current-weather-live/
INFO 2025-11-04 22:03:09,377 basehttp 12368 25688 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-04 22:21:17,694 basehttp 12368 6952 "OPTIONS /api/login/ HTTP/1.1" 200 0
INFO 2025-11-04 22:21:17,694 views 12368 6952 Request: POST /api/login/
INFO 2025-11-04 22:21:17,701 basehttp 12368 6952 "POST /api/login/ HTTP/1.1" 200 102
INFO 2025-11-04 22:21:18,012 basehttp 12368 26400 "OPTIONS /api/current-weather-live/ HTTP/1.1" 200 0
INFO 2025-11-04 22:21:18,012 basehttp 12368 20532 "OPTIONS /api/current-weather-live/ HTTP/1.1" 200 0
INFO 2025-11-04 22:21:18,013 views 12368 20532 Request: GET /api/current-weather-live/
INFO 2025-11-04 22:21:18,458 basehttp 12368 20532 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-04 22:21:18,459 views 12368 20532 Request: GET /api/current-weather-live/
INFO 2025-11-04 22:21:18,671 basehttp 12368 20532 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-04 22:21:25,912 views 12368 6952 Request: GET /api/crops/
INFO 2025-11-04 22:21:25,915 basehttp 12368 6952 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-04 22:21:25,916 views 12368 6952 Request: GET /api/crops/
INFO 2025-11-04 22:21:25,917 basehttp 12368 6952 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-04 22:21:29,508 basehttp 12368 6952 "OPTIONS /api/farmer-timeline/ HTTP/1.1" 200 0
INFO 2025-11-04 22:21:29,509 views 12368 6952 Request: GET /api/farmer-timeline/
INFO 2025-11-04 22:21:29,520 basehttp 12368 6952 "GET /api/farmer-timeline/ HTTP/1.1" 200 2
INFO 2025-11-04 22:21:29,521 basehttp 12368 6952 "OPTIONS /api/weather/7/ HTTP/1.1" 200 0
INFO 2025-11-04 22:21:29,521 views 12368 6952 Request: GET /api/weather/7/
INFO 2025-11-04 22:21:29,946 basehttp 12368 6952 "GET /api/weather/7/ HTTP/1.1" 200 1671
INFO 2025-11-04 22:21:39,896 basehttp 12368 6952 "OPTIONS /api/chat/history/ HTTP/1.1" 200 0
INFO 2025-11-04 22:21:39,897 views 12368 6952 Request: GET /api/chat/history/
INFO 2025-11-04 22:21:39,898 basehttp 12368 26864 "OPTIONS /api/chat/history/ HTTP/1.1" 200 0
INFO 2025-11-04 22:21:39,900 basehttp 12368 6952 "GET /api/chat/history/ HTTP/1.1" 200 2
INFO 2025-11-04 22:21:39,901 views 12368 6952 Request: GET /api/chat/history/
INFO 2025-11-04 22:21:39,903 basehttp 12368 6952 "GET /api/chat/history/ HTTP/1.1" 200 2
INFO 2025-11-04 22:27:52,217 autoreload 15760 25508 D:\agroby sami\fullstack_app\backend\api\models.py changed, reloading.
INFO 2025-11-04 22:27:52,224 autoreload 12368 384 D:\agroby sami\fullstack_app\backend\api\models.py changed, reloading.
INFO 2025-11-04 22:27:52,224 autoreload 3664 31288 D:\agroby sami\fullstack_app\backend\api\models.py changed, reloading.
INFO 2025-11-04 22:27:53,041 autoreload 22148 30200 Watching for file changes with StatReloader
INFO 2025-11-04 22:27:53,041 autoreload 26176 5492 Watching for file changes with StatReloader
INFO 2025-11-04 22:27:53,041 autoreload 10452 19116 Watching for file changes with StatReloader
INFO 2025-11-04 22:28:21,803 autoreload 26176 5492 D:\agroby sami\fullstack_app\backend\api\views.py changed, reloading.
INFO 2025-11-04 22:28:21,804 autoreload 22148 30200 D:\agroby sami\fullstack_app\backend\api\views.py changed, reloading.
INFO 2025-11-04 22:28:21,807 autoreload 10452 19116 D:\agroby sami\fullstack_app\backend\api\views.py changed, reloading.
INFO 2025-11-04 22:28:22,311 autoreload 27720 7204 Watching for file changes with StatReloader
INFO 2025-11-04 22:28:22,312 autoreload 7324 4364 Watching for file changes with StatReloader
INFO 2025-11-04 22:28:22,314 autoreload 30980 31540 Watching for file changes with StatReloader
INFO 2025-11-04 22:39:08,248 autoreload 15792 19696 Watching for file changes with StatReloader
INFO 2025-11-04 22:40:07,959 views 30980 2076 Request: POST /api/login/
WARNING 2025-11-04 22:40:07,960 log 30980 2076 Bad Request: /api/login/
WARNING 2025-11-04 22:40:07,960 basehttp 30980 2076 "POST /api/login/ HTTP/1.1" 400 107
INFO 2025-11-04 22:40:13,564 views 30980 19388 Request: POST /api/login/
INFO 2025-11-04 22:40:13,569 basehttp 30980 19388 "POST /api/login/ HTTP/1.1" 200 114
INFO 2025-11-04 22:40:18,612 views 30980 2068 Request: POST /api/login/
INFO 2025-11-04 22:40:18,614 basehttp 30980 2068 "POST /api/login/ HTTP/1.1" 200 87
INFO 2025-11-04 22:40:24,247 views 30980 24608 Request: POST /api/login/
INFO 2025-11-04 22:40:24,258 basehttp 30980 24608 "POST /api/login/ HTTP/1.1" 200 98
INFO 2025-11-04 22:40:29,332 views 30980 7424 Request: POST /api/login/
INFO 2025-11-04 22:40:29,342 basehttp 30980 7424 "POST /api/login/ HTTP/1.1" 200 108
INFO 2025-11-04 22:40:35,991 views 30980 5084 Request: POST /api/login/
INFO 2025-11-04 22:40:36,005 basehttp 30980 5084 "POST /api/login/ HTTP/1.1" 200 106
INFO 2025-11-04 22:53:02,594 basehttp 30980 25448 "OPTIONS /api/login/ HTTP/1.1" 200 0
INFO 2025-11-04 22:53:02,594 views 30980 25448 Request: POST /api/login/
INFO 2025-11-04 22:53:02,604 basehttp 30980 25448 "POST /api/login/ HTTP/1.1" 200 116
INFO 2025-11-04 22:53:02,917 basehttp 30980 9024 "OPTIONS /api/current-weather-live/ HTTP/1.1" 200 0
INFO 2025-11-04 22:53:02,917 basehttp 30980 19724 "OPTIONS /api/current-weather-live/ HTTP/1.1" 200 0
INFO 2025-11-04 22:53:02,927 views 30980 19724 Request: GET /api/current-weather-live/
INFO 2025-11-04 22:53:03,686 basehttp 30980 19724 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-04 22:53:03,688 views 30980 19724 Request: GET /api/current-weather-live/
INFO 2025-11-04 22:53:05,022 basehttp 30980 19724 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-04 22:53:08,549 views 30980 25448 Request: GET /api/crops/
INFO 2025-11-04 22:53:08,551 basehttp 30980 25448 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-04 22:53:08,552 views 30980 25448 Request: GET /api/crops/
INFO 2025-11-04 22:53:08,553 basehttp 30980 25448 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-04 22:53:12,849 basehttp 30980 25448 "OPTIONS /api/farmer-timeline/ HTTP/1.1" 200 0
INFO 2025-11-04 22:53:12,851 views 30980 25448 Request: GET /api/farmer-timeline/
INFO 2025-11-04 22:53:12,855 basehttp 30980 25448 "GET /api/farmer-timeline/ HTTP/1.1" 200 2
INFO 2025-11-04 22:53:12,856 basehttp 30980 25448 "OPTIONS /api/weather/14/ HTTP/1.1" 200 0
INFO 2025-11-04 22:53:12,857 views 30980 25448 Request: GET /api/weather/14/
INFO 2025-11-04 22:53:13,314 basehttp 30980 25448 "GET /api/weather/14/ HTTP/1.1" 200 1685
INFO 2025-11-04 22:53:37,526 basehttp 30980 25448 "OPTIONS /api/chat/history/ HTTP/1.1" 200 0
INFO 2025-11-04 22:53:37,526 basehttp 30980 21992 "OPTIONS /api/chat/history/ HTTP/1.1" 200 0
INFO 2025-11-04 22:53:37,533 views 30980 21992 Request: GET /api/chat/history/
INFO 2025-11-04 22:53:37,538 basehttp 30980 21992 "GET /api/chat/history/ HTTP/1.1" 200 2
INFO 2025-11-04 22:53:37,539 views 30980 21992 Request: GET /api/chat/history/
INFO 2025-11-04 22:53:37,540 basehttp 30980 21992 "GET /api/chat/history/ HTTP/1.1" 200 2
INFO 2025-11-04 22:53:46,687 basehttp 30980 19724 "OPTIONS /api/market/ HTTP/1.1" 200 0
INFO 2025-11-04 22:53:46,688 basehttp 30980 9024 "OPTIONS /api/market/ HTTP/1.1" 200 0
INFO 2025-11-04 22:53:46,696 views 30980 21992 Request: GET /api/crops/
INFO 2025-11-04 22:53:46,697 views 30980 25448 Request: GET /api/market/market-prices/
INFO 2025-11-04 22:53:46,698 views 30980 9024 Request: GET /api/market/
INFO 2025-11-04 22:53:46,706 basehttp 30980 21992 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-04 22:53:46,706 basehttp 30980 9024 "GET /api/market/ HTTP/1.1" 200 2
INFO 2025-11-04 22:53:46,707 views 30980 21992 Request: GET /api/crops/
INFO 2025-11-04 22:53:46,708 views 30980 9024 Request: GET /api/market/
INFO 2025-11-04 22:53:46,708 basehttp 30980 25448 "GET /api/market/market-prices/ HTTP/1.1" 200 560
INFO 2025-11-04 22:53:46,709 views 30980 25448 Request: GET /api/market/market-prices/
INFO 2025-11-04 22:53:46,710 basehttp 30980 21992 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-04 22:53:46,712 basehttp 30980 25448 "GET /api/market/market-prices/ HTTP/1.1" 200 560
INFO 2025-11-04 22:53:46,713 basehttp 30980 9024 "GET /api/market/ HTTP/1.1" 200 2
INFO 2025-11-04 22:53:55,180 basehttp 30980 25448 "OPTIONS /api/market/market-prices/ai-suggestions/?crop=Rice%20Bean HTTP/1.1" 200 0
INFO 2025-11-04 22:53:55,181 views 30980 25448 Request: GET /api/market/market-prices/ai-suggestions/
INFO 2025-11-04 22:53:57,032 _client 30980 25448 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2025-11-04 22:53:57,033 _base_client 30980 25448 Retrying request to /chat/completions in 0.453043 seconds
INFO 2025-11-04 22:53:58,547 _client 30980 25448 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2025-11-04 22:53:58,548 _base_client 30980 25448 Retrying request to /chat/completions in 0.843557 seconds
INFO 2025-11-04 22:54:00,279 _client 30980 25448 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
ERROR 2025-11-04 22:54:00,290 views 30980 25448 OpenAI API error: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
INFO 2025-11-04 22:54:00,290 basehttp 30980 25448 "GET /api/market/market-prices/ai-suggestions/?crop=Rice%20Bean HTTP/1.1" 200 83
INFO 2025-11-04 22:54:15,495 views 30980 9024 Request: GET /api/market/
INFO 2025-11-04 22:54:15,495 views 30980 25448 Request: GET /api/market/market-prices/
INFO 2025-11-04 22:54:15,495 views 30980 21992 Request: GET /api/crops/
INFO 2025-11-04 22:54:15,499 views 30980 19724 Request: GET /api/market/
INFO 2025-11-04 22:54:15,499 basehttp 30980 9024 "GET /api/market/ HTTP/1.1" 200 2
INFO 2025-11-04 22:54:15,500 basehttp 30980 21992 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-04 22:54:15,501 views 30980 21992 Request: GET /api/crops/
INFO 2025-11-04 22:54:15,502 basehttp 30980 25448 "GET /api/market/market-prices/ HTTP/1.1" 200 560
INFO 2025-11-04 22:54:15,503 views 30980 25448 Request: GET /api/market/market-prices/
INFO 2025-11-04 22:54:15,503 basehttp 30980 19724 "GET /api/market/ HTTP/1.1" 200 2
INFO 2025-11-04 22:54:15,504 basehttp 30980 21992 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-04 22:54:15,505 basehttp 30980 25448 "GET /api/market/market-prices/ HTTP/1.1" 200 560
INFO 2025-11-04 22:54:16,366 views 30980 25448 Request: GET /api/chat/history/
INFO 2025-11-04 22:54:16,368 basehttp 30980 25448 "GET /api/chat/history/ HTTP/1.1" 200 2
INFO 2025-11-04 22:54:16,369 views 30980 25448 Request: GET /api/chat/history/
INFO 2025-11-04 22:54:16,370 basehttp 30980 25448 "GET /api/chat/history/ HTTP/1.1" 200 2
INFO 2025-11-04 22:58:25,875 views 30980 19724 Request: GET /api/current-weather-live/
INFO 2025-11-04 22:58:26,445 basehttp 30980 19724 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-04 22:58:26,455 views 30980 19724 Request: GET /api/current-weather-live/
INFO 2025-11-04 22:58:26,756 basehttp 30980 19724 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-04 22:58:33,893 views 30980 19724 Request: GET /api/current-weather-live/
INFO 2025-11-04 22:58:34,190 basehttp 30980 19724 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-04 22:58:34,191 views 30980 19724 Request: GET /api/current-weather-live/
INFO 2025-11-04 22:58:34,509 basehttp 30980 19724 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-04 23:00:32,085 views 30980 30828 Request: POST /api/login/
INFO 2025-11-04 23:00:32,100 basehttp 30980 30828 "POST /api/login/ HTTP/1.1" 200 114
INFO 2025-11-04 23:00:32,105 views 30980 19724 Request: GET /api/current-weather-live/
INFO 2025-11-04 23:00:32,498 basehttp 30980 19724 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-04 23:00:32,499 views 30980 19724 Request: GET /api/current-weather-live/
INFO 2025-11-04 23:00:32,829 basehttp 30980 19724 "GET /api/current-weather-live/ HTTP/1.1" 200 181
INFO 2025-11-04 23:00:41,157 views 30980 19724 Request: GET /api/market/
INFO 2025-11-04 23:00:41,158 views 30980 30828 Request: GET /api/market/market-prices/
INFO 2025-11-04 23:00:41,158 views 30980 21192 Request: GET /api/crops/
INFO 2025-11-04 23:00:41,161 basehttp 30980 21192 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-04 23:00:41,162 views 30980 21192 Request: GET /api/crops/
INFO 2025-11-04 23:00:41,163 basehttp 30980 30828 "GET /api/market/market-prices/ HTTP/1.1" 200 560
INFO 2025-11-04 23:00:41,164 views 30980 30828 Request: GET /api/market/market-prices/
INFO 2025-11-04 23:00:41,165 basehttp 30980 21192 "GET /api/crops/ HTTP/1.1" 200 1186
INFO 2025-11-04 23:00:41,167 basehttp 30980 30828 "GET /api/market/market-prices/ HTTP/1.1" 200 560
INFO 2025-11-04 23:00:41,169 basehttp 30980 19724 "GET /api/market/ HTTP/1.1" 200 2
INFO 2025-11-04 23:00:41,169 views 30980 19724 Request: GET /api/market/
INFO 2025-11-04 23:00:41,170 basehttp 30980 19724 "GET /api/market/ HTTP/1.1" 200 2
INFO 2025-11-04 23:10:16,202 autoreload 27384 7164 Watching for file changes with StatReloader
INFO 2025-11-04 23:10:42,435 views 27384 19004 Request: POST /api/login/
INFO 2025-11-04 23:10:42,440 basehttp 27384 19004 "POST /api/login/ HTTP/1.1" 200 118
INFO 2025-11-04 23:10:42,759 views 27384 12128 Request: GET /api/current-weather-live/
INFO 2025-11-04 23:10:43,282 basehttp 27384 12128 "GET /api/current-weather-live/ HTTP/1.1" 200 182
INFO 2025-11-04 23:10:43,283 views 27384 12128 Request: GET /api/current-weather-live/
INFO 2025-11-04 23:10:43,589 basehttp 27384 12128 "GET /api/current-weather-live/ HTTP/1.1" 200 182
INFO 2025-11-04 23:10:44,274 views 27384 19004 Request: GET /api/farmer-timeline/
INFO 2025-11-04 23:10:44,276 basehttp 27384 19004 "GET /api/farmer-timeline/ HTTP/1.1" 200 2
INFO 2025-11-04 23:10:44,278 views 27384 19004 Request: GET /api/farmer-timeline/
INFO 2025-11-04 23:10:44,279 basehttp 27384 27292 "OPTIONS /api/expense-calculations/ HTTP/1.1" 200 0
INFO 2025-11-04 23:10:44,280 views 27384 27292 Request: GET /api/expense-calculations/
INFO 2025-11-04 23:10:44,283 basehttp 27384 19004 "GET /api/farmer-timeline/ HTTP/1.1" 200 2
ERROR 2025-11-04 23:10:44,328 log 27384 27292 Internal Server Error: /api/expense-calculations/
Traceback (most recent call last):
  File "C:\Users\User\AppData\Roaming\Python\Python313\site-packages\django\db\backends\utils.py", line 105, in _execute
